ObjectId,Country,ISO2,ISO3,Indicator,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Bond_Type,Type_of_Issuer,Use_of_Proceed,Principal_Currency,Unit,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022,F2023,F2024
443,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Swedish Krona,Billion US Dollars,,,,,,,,,,,,,,,,,,,112.878169111
444,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Swedish Krona,Share,,,,,,,,,,,,,,,,,,,3.18581324613523
445,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Swiss Franc,Billion US Dollars,,,,,,,,,,,,,,,,,,,40.147616303
446,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Swiss Franc,Share,,,,,,,,,,,,,,,,,,,1.13310491148273
447,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Taiwanese Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,12.20561772
448,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Taiwanese Dollar,Share,,,,,,,,,,,,,,,,,,,0.344484845173216
449,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Thai Baht,Billion US Dollars,,,,,,,,,,,,,,,,,,,4.713642951
450,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Thai Baht,Share,,,,,,,,,,,,,,,,,,,0.133035344824568
451,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Turkish Lira,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.246898452
452,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Turkish Lira,Share,,,,,,,,,,,,,,,,,,,0.006968330236278
453,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,UAE Dirham,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.35394375
454,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,UAE Dirham,Share,,,,,,,,,,,,,,,,,,,0.0099895196388944
455,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Ukrainian Hryvnia,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.048875535
456,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Ukrainian Hryvnia,Share,,,,,,,,,,,,,,,,,,,0.0013794370341162
457,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Uruguayan Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.009044526
458,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Uruguayan Peso,Share,,,,,,,,,,,,,,,,,,,0.000255267878304
459,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,US Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,790.327681536
460,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,US Dollar,Share,,,,,,,,,,,,,,,,,,,22.3057869954357
461,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Uzbekistani Sum,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.785202357
462,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Uzbekistani Sum,Share,,,,,,,,,,,,,,,,,,,0.0221611325691093
463,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Vietnamese Dong,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.317756374
464,World,,WLD,Cumulative Green Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Climate Finance, Green Bonds",Green Bond,Not Applicable,Not Applicable,Vietnamese Dong,Share,,,,,,,,,,,,,,,,,,,0.0089681864376949
465,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Argentinian Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.084057378
466,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Argentinian Peso,Share,,,,,,,,,,,,,,,,,,,0.0092145007912608
467,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Australian Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,13.446623991
468,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Australian Dollar,Share,,,,,,,,,,,,,,,,,,,1.47403988029292
469,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Azerbaijani Manat,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.020058996
470,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Azerbaijani Manat,Share,,,,,,,,,,,,,,,,,,,0.0021988984062041
471,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Brazilian Real,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.539493798
472,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Brazilian Real,Share,,,,,,,,,,,,,,,,,,,0.059140151011507
473,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,British Pound,Billion US Dollars,,,,,,,,,,,,,,,,,,,14.392299955
474,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,British Pound,Share,,,,,,,,,,,,,,,,,,,1.57770635343171
475,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Canadian Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,6.841174211
476,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Canadian Dollar,Share,,,,,,,,,,,,,,,,,,,0.749940179913926
477,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Chilean Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,15.630289133
478,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Chilean Peso,Share,,,,,,,,,,,,,,,,,,,1.71341665669924
479,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Chilean Unidad de Fomento,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.215181784
480,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Chilean Unidad de Fomento,Share,,,,,,,,,,,,,,,,,,,0.0235885625522714
481,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Chinese Yuan,Billion US Dollars,,,,,,,,,,,,,,,,,,,6.286410783
482,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Chinese Yuan,Share,,,,,,,,,,,,,,,,,,,0.689126148262016
483,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Colombian Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.997621847
484,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Colombian Peso,Share,,,,,,,,,,,,,,,,,,,0.109360861798005
485,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Colombian Unidad de Valor Real,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.030780752
486,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Colombian Unidad de Valor Real,Share,,,,,,,,,,,,,,,,,,,0.0033742340102448
487,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Dominican Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.003223207
488,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Dominican Peso,Share,,,,,,,,,,,,,,,,,,,0.0003533329751482
489,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Egyptian Pound,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.003475163
490,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Egyptian Pound,Share,,,,,,,,,,,,,,,,,,,0.000380952784576
491,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Euro,Billion US Dollars,,,,,,,,,,,,,,,,,,,416.812051454
492,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Euro,Share,,,,,,,,,,,,,,,,,,,45.6915867388815
493,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Georgian Lari,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.015206039
494,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Georgian Lari,Share,,,,,,,,,,,,,,,,,,,0.001666909695868
495,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Hong Kong Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,5.622608899
496,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Hong Kong Dollar,Share,,,,,,,,,,,,,,,,,,,0.616359151112064
497,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Hungarian Forint,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.041536863
498,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Hungarian Forint,Share,,,,,,,,,,,,,,,,,,,0.0045533356629324
499,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Indian Rupee,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.19917523
500,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Indian Rupee,Share,,,,,,,,,,,,,,,,,,,0.0218338991543915
501,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Indonesian Rupiah,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.728026055
502,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Indonesian Rupiah,Share,,,,,,,,,,,,,,,,,,,0.0798073508771119
503,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Jamaican Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.005101715
504,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Jamaican Dollar,Share,,,,,,,,,,,,,,,,,,,0.0005592579500194
505,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Japanese Yen,Billion US Dollars,,,,,,,,,,,,,,,,,,,71.455337463
506,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Japanese Yen,Share,,,,,,,,,,,,,,,,,,,7.83304546559406
507,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Kazakhstani Tenge,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.075053395
508,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Kazakhstani Tenge,Share,,,,,,,,,,,,,,,,,,,0.0082274701408639
509,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Macanese Pataca,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.125369841
510,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Macanese Pataca,Share,,,,,,,,,,,,,,,,,,,0.0137432373764353
511,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,"Refinitiv; Country authorities; IMF staff calculations.",,,,Social Bond,Not Applicable,Not Applicable,Malaysian Ringgit,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.371900304
